,index,Year,HBR,HBRQF,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,InjuryLocation,InjuryLocationQF,InjuryType,InjuryTypeQF,NumberofDeaths
1232,75104,2016,S08000016,,S12000026,,All,d,All,d,All,d,Other,,3
1233,75690,2016,S08000017,,S12000006,,All,d,All,d,All,d,All,d,60
1234,75691,2016,S08000017,,S12000006,,All,d,All,d,All,d,Land transport accidents,,8
1235,75692,2016,S08000017,,S12000006,,All,d,All,d,All,d,Poisoning,,16
1236,75693,2016,S08000017,,S12000006,,All,d,All,d,All,d,Falls,,29
1237,75694,2016,S08000017,,S12000006,,All,d,All,d,All,d,"Struck by,against",,0
1238,75695,2016,S08000017,,S12000006,,All,d,All,d,All,d,Crushing,,0
1239,75696,2016,S08000017,,S12000006,,All,d,All,d,All,d,Scalds,,0
1240,75697,2016,S08000017,,S12000006,,All,d,All,d,All,d,Accidental exposure,,1
1241,75698,2016,S08000017,,S12000006,,All,d,All,d,All,d,Other,,6
1242,76284,2016,S08000019,,S12000005,,All,d,All,d,All,d,All,d,22
1243,76285,2016,S08000019,,S12000005,,All,d,All,d,All,d,Land transport accidents,,0
1244,76286,2016,S08000019,,S12000005,,All,d,All,d,All,d,Poisoning,,14
1245,76287,2016,S08000019,,S12000005,,All,d,All,d,All,d,Falls,,6
1246,76288,2016,S08000019,,S12000005,,All,d,All,d,All,d,"Struck by,against",,0
1247,76289,2016,S08000019,,S12000005,,All,d,All,d,All,d,Crushing,,0
1248,76290,2016,S08000019,,S12000005,,All,d,All,d,All,d,Scalds,,0
1249,76291,2016,S08000019,,S12000005,,All,d,All,d,All,d,Accidental exposure,,1
1250,76292,2016,S08000019,,S12000005,,All,d,All,d,All,d,Other,,1
1251,76608,2016,S08000019,,S12000014,,All,d,All,d,All,d,All,d,73
1252,76609,2016,S08000019,,S12000014,,All,d,All,d,All,d,Land transport accidents,,7
1253,76610,2016,S08000019,,S12000014,,All,d,All,d,All,d,Poisoning,,25
1254,76611,2016,S08000019,,S12000014,,All,d,All,d,All,d,Falls,,29
1255,76612,2016,S08000019,,S12000014,,All,d,All,d,All,d,"Struck by,against",,0
1256,76613,2016,S08000019,,S12000014,,All,d,All,d,All,d,Crushing,,0
1257,76614,2016,S08000019,,S12000014,,All,d,All,d,All,d,Scalds,,1
1258,76615,2016,S08000019,,S12000014,,All,d,All,d,All,d,Accidental exposure,,3
1259,76616,2016,S08000019,,S12000014,,All,d,All,d,All,d,Other,,8
1260,77256,2016,S08000019,,S12000030,,All,d,All,d,All,d,All,d,41
1261,77257,2016,S08000019,,S12000030,,All,d,All,d,All,d,Land transport accidents,,3
1262,77258,2016,S08000019,,S12000030,,All,d,All,d,All,d,Poisoning,,9
1263,77259,2016,S08000019,,S12000030,,All,d,All,d,All,d,Falls,,22
1264,77260,2016,S08000019,,S12000030,,All,d,All,d,All,d,"Struck by,against",,0
1265,77261,2016,S08000019,,S12000030,,All,d,All,d,All,d,Crushing,,0
1266,77262,2016,S08000019,,S12000030,,All,d,All,d,All,d,Scalds,,0
1267,77263,2016,S08000019,,S12000030,,All,d,All,d,All,d,Accidental exposure,,2
1268,77264,2016,S08000019,,S12000030,,All,d,All,d,All,d,Other,,5
1269,77796,2016,S08000020,,S12000020,,All,d,All,d,All,d,All,d,30
1270,77797,2016,S08000020,,S12000020,,All,d,All,d,All,d,Land transport accidents,,7
1271,77798,2016,S08000020,,S12000020,,All,d,All,d,All,d,Poisoning,,6
1272,77799,2016,S08000020,,S12000020,,All,d,All,d,All,d,Falls,,14
1273,77800,2016,S08000020,,S12000020,,All,d,All,d,All,d,"Struck by,against",,0
1274,77801,2016,S08000020,,S12000020,,All,d,All,d,All,d,Crushing,,0
1275,77802,2016,S08000020,,S12000020,,All,d,All,d,All,d,Scalds,,0
1276,77803,2016,S08000020,,S12000020,,All,d,All,d,All,d,Accidental exposure,,1
1277,77804,2016,S08000020,,S12000020,,All,d,All,d,All,d,Other,,2
1278,78345,2016,S08000020,,S12000033,,All,d,All,d,All,d,All,d,89
1279,78346,2016,S08000020,,S12000033,,All,d,All,d,All,d,Land transport accidents,,7
1280,78347,2016,S08000020,,S12000033,,All,d,All,d,All,d,Poisoning,,43
1281,78348,2016,S08000020,,S12000033,,All,d,All,d,All,d,Falls,,28
1282,78349,2016,S08000020,,S12000033,,All,d,All,d,All,d,"Struck by,against",,0
1283,78350,2016,S08000020,,S12000033,,All,d,All,d,All,d,Crushing,,0
1284,78351,2016,S08000020,,S12000033,,All,d,All,d,All,d,Scalds,,0
1285,78352,2016,S08000020,,S12000033,,All,d,All,d,All,d,Accidental exposure,,2
1286,78353,2016,S08000020,,S12000033,,All,d,All,d,All,d,Other,,9
1287,78966,2016,S08000020,,S12000034,,All,d,All,d,All,d,All,d,81
1288,78967,2016,S08000020,,S12000034,,All,d,All,d,All,d,Land transport accidents,,16
1289,78968,2016,S08000020,,S12000034,,All,d,All,d,All,d,Poisoning,,16
1290,78969,2016,S08000020,,S12000034,,All,d,All,d,All,d,Falls,,39
1291,78970,2016,S08000020,,S12000034,,All,d,All,d,All,d,"Struck by,against",,2
1292,78971,2016,S08000020,,S12000034,,All,d,All,d,All,d,Crushing,,0
1293,78972,2016,S08000020,,S12000034,,All,d,All,d,All,d,Scalds,,0
1294,78973,2016,S08000020,,S12000034,,All,d,All,d,All,d,Accidental exposure,,3
1295,78974,2016,S08000020,,S12000034,,All,d,All,d,All,d,Other,,5
1296,79659,2016,S08000022,,S12000017,,All,d,All,d,All,d,All,d,98
1297,79660,2016,S08000022,,S12000017,,All,d,All,d,All,d,Land transport accidents,,19
1298,79661,2016,S08000022,,S12000017,,All,d,All,d,All,d,Poisoning,,17
1299,79662,2016,S08000022,,S12000017,,All,d,All,d,All,d,Falls,,34
1300,79663,2016,S08000022,,S12000017,,All,d,All,d,All,d,"Struck by,against",,0
1301,79664,2016,S08000022,,S12000017,,All,d,All,d,All,d,Crushing,,1
1302,79665,2016,S08000022,,S12000017,,All,d,All,d,All,d,Scalds,,0
1303,79666,2016,S08000022,,S12000017,,All,d,All,d,All,d,Accidental exposure,,5
1304,79667,2016,S08000022,,S12000017,,All,d,All,d,All,d,Other,,22
1305,80361,2016,S08000022,,S12000035,,All,d,All,d,All,d,All,d,43
1306,80362,2016,S08000022,,S12000035,,All,d,All,d,All,d,Land transport accidents,,7
1307,80363,2016,S08000022,,S12000035,,All,d,All,d,All,d,Poisoning,,11
1308,80364,2016,S08000022,,S12000035,,All,d,All,d,All,d,Falls,,19
1309,80365,2016,S08000022,,S12000035,,All,d,All,d,All,d,"Struck by,against",,0
1310,80366,2016,S08000022,,S12000035,,All,d,All,d,All,d,Crushing,,0
1311,80367,2016,S08000022,,S12000035,,All,d,All,d,All,d,Scalds,,0
1312,80368,2016,S08000022,,S12000035,,All,d,All,d,All,d,Accidental exposure,,2
1313,80369,2016,S08000022,,S12000035,,All,d,All,d,All,d,Other,,4
1314,80991,2016,S08000024,,S12000010,,All,d,All,d,All,d,All,d,39
1315,80992,2016,S08000024,,S12000010,,All,d,All,d,All,d,Land transport accidents,,5
1316,80993,2016,S08000024,,S12000010,,All,d,All,d,All,d,Poisoning,,9
1317,80994,2016,S08000024,,S12000010,,All,d,All,d,All,d,Falls,,18
1318,80995,2016,S08000024,,S12000010,,All,d,All,d,All,d,"Struck by,against",,1
1319,80996,2016,S08000024,,S12000010,,All,d,All,d,All,d,Crushing,,0
1320,80997,2016,S08000024,,S12000010,,All,d,All,d,All,d,Scalds,,0
1321,80998,2016,S08000024,,S12000010,,All,d,All,d,All,d,Accidental exposure,,5
1322,80999,2016,S08000024,,S12000010,,All,d,All,d,All,d,Other,,1
1323,81549,2016,S08000024,,S12000019,,All,d,All,d,All,d,All,d,25
1324,81550,2016,S08000024,,S12000019,,All,d,All,d,All,d,Land transport accidents,,3
1325,81551,2016,S08000024,,S12000019,,All,d,All,d,All,d,Poisoning,,8
1326,81552,2016,S08000024,,S12000019,,All,d,All,d,All,d,Falls,,12
1327,81553,2016,S08000024,,S12000019,,All,d,All,d,All,d,"Struck by,against",,0
1328,81554,2016,S08000024,,S12000019,,All,d,All,d,All,d,Crushing,,0
1329,81555,2016,S08000024,,S12000019,,All,d,All,d,All,d,Scalds,,0
1330,81556,2016,S08000024,,S12000019,,All,d,All,d,All,d,Accidental exposure,,1
1331,81557,2016,S08000024,,S12000019,,All,d,All,d,All,d,Other,,1
1332,82044,2016,S08000024,,S12000036,,All,d,All,d,All,d,All,d,164
1333,82045,2016,S08000024,,S12000036,,All,d,All,d,All,d,Land transport accidents,,12
1334,82046,2016,S08000024,,S12000036,,All,d,All,d,All,d,Poisoning,,67
1335,82047,2016,S08000024,,S12000036,,All,d,All,d,All,d,Falls,,64
1336,82048,2016,S08000024,,S12000036,,All,d,All,d,All,d,"Struck by,against",,0
1337,82049,2016,S08000024,,S12000036,,All,d,All,d,All,d,Crushing,,0
1338,82050,2016,S08000024,,S12000036,,All,d,All,d,All,d,Scalds,,0
1339,82051,2016,S08000024,,S12000036,,All,d,All,d,All,d,Accidental exposure,,6
1340,82052,2016,S08000024,,S12000036,,All,d,All,d,All,d,Other,,15
1341,82800,2016,S08000024,,S12000040,,All,d,All,d,All,d,All,d,40
1342,82801,2016,S08000024,,S12000040,,All,d,All,d,All,d,Land transport accidents,,2
1343,82802,2016,S08000024,,S12000040,,All,d,All,d,All,d,Poisoning,,16
1344,82803,2016,S08000024,,S12000040,,All,d,All,d,All,d,Falls,,13
1345,82804,2016,S08000024,,S12000040,,All,d,All,d,All,d,"Struck by,against",,0
1346,82805,2016,S08000024,,S12000040,,All,d,All,d,All,d,Crushing,,0
1347,82806,2016,S08000024,,S12000040,,All,d,All,d,All,d,Scalds,,0
1348,82807,2016,S08000024,,S12000040,,All,d,All,d,All,d,Accidental exposure,,5
1349,82808,2016,S08000024,,S12000040,,All,d,All,d,All,d,Other,,4
1350,83340,2016,S08000025,,S12000023,,All,d,All,d,All,d,All,d,9
1351,83341,2016,S08000025,,S12000023,,All,d,All,d,All,d,Land transport accidents,,1
1352,83342,2016,S08000025,,S12000023,,All,d,All,d,All,d,Poisoning,,0
1353,83343,2016,S08000025,,S12000023,,All,d,All,d,All,d,Falls,,6
1354,83344,2016,S08000025,,S12000023,,All,d,All,d,All,d,"Struck by,against",,0
1355,83345,2016,S08000025,,S12000023,,All,d,All,d,All,d,Crushing,,0
1356,83346,2016,S08000025,,S12000023,,All,d,All,d,All,d,Scalds,,0
1357,83347,2016,S08000025,,S12000023,,All,d,All,d,All,d,Accidental exposure,,0
1358,83348,2016,S08000025,,S12000023,,All,d,All,d,All,d,Other,,2
1359,83583,2016,S08000026,,S12000027,,All,d,All,d,All,d,All,d,6
1360,83584,2016,S08000026,,S12000027,,All,d,All,d,All,d,Land transport accidents,,0
1361,83585,2016,S08000026,,S12000027,,All,d,All,d,All,d,Poisoning,,1
1362,83586,2016,S08000026,,S12000027,,All,d,All,d,All,d,Falls,,5
1363,83587,2016,S08000026,,S12000027,,All,d,All,d,All,d,"Struck by,against",,0
1364,83588,2016,S08000026,,S12000027,,All,d,All,d,All,d,Crushing,,0
1365,83589,2016,S08000026,,S12000027,,All,d,All,d,All,d,Scalds,,0
1366,83590,2016,S08000026,,S12000027,,All,d,All,d,All,d,Accidental exposure,,0
1367,83591,2016,S08000026,,S12000027,,All,d,All,d,All,d,Other,,0
1368,83781,2016,S08000028,,S12000013,,All,d,All,d,All,d,All,d,7
1369,83782,2016,S08000028,,S12000013,,All,d,All,d,All,d,Land transport accidents,,0
1370,83783,2016,S08000028,,S12000013,,All,d,All,d,All,d,Poisoning,,0
1371,83784,2016,S08000028,,S12000013,,All,d,All,d,All,d,Falls,,5
1372,83785,2016,S08000028,,S12000013,,All,d,All,d,All,d,"Struck by,against",,0
1373,83786,2016,S08000028,,S12000013,,All,d,All,d,All,d,Crushing,,0
