,index,Year,HBR,HBRQF,CA,CAQF,AgeGroup,AgeGroupQF,Sex,SexQF,InjuryLocation,InjuryLocationQF,InjuryType,InjuryTypeQF,NumberofDeaths
2273,138695,2019,S08000029,,S12000047,,All,d,All,d,All,d,Crushing,,0
2274,138696,2019,S08000029,,S12000047,,All,d,All,d,All,d,Scalds,,0
2275,138697,2019,S08000029,,S12000047,,All,d,All,d,All,d,Accidental exposure,,3
2276,138698,2019,S08000029,,S12000047,,All,d,All,d,All,d,Other,,10
2277,139410,2019,S08000030,,S12000041,,All,d,All,d,All,d,All,d,59
2278,139411,2019,S08000030,,S12000041,,All,d,All,d,All,d,Land transport accidents,,4
2279,139412,2019,S08000030,,S12000041,,All,d,All,d,All,d,Poisoning,,25
2280,139413,2019,S08000030,,S12000041,,All,d,All,d,All,d,Falls,,24
2281,139414,2019,S08000030,,S12000041,,All,d,All,d,All,d,"Struck by,against",,1
2282,139415,2019,S08000030,,S12000041,,All,d,All,d,All,d,Crushing,,0
2283,139416,2019,S08000030,,S12000041,,All,d,All,d,All,d,Scalds,,0
2284,139417,2019,S08000030,,S12000041,,All,d,All,d,All,d,Accidental exposure,,0
2285,139418,2019,S08000030,,S12000041,,All,d,All,d,All,d,Other,,5
2286,139941,2019,S08000030,,S12000042,,All,d,All,d,All,d,All,d,88
2287,139942,2019,S08000030,,S12000042,,All,d,All,d,All,d,Land transport accidents,,3
2288,139943,2019,S08000030,,S12000042,,All,d,All,d,All,d,Poisoning,,64
2289,139944,2019,S08000030,,S12000042,,All,d,All,d,All,d,Falls,,17
2290,139945,2019,S08000030,,S12000042,,All,d,All,d,All,d,"Struck by,against",,0
2291,139946,2019,S08000030,,S12000042,,All,d,All,d,All,d,Crushing,,1
2292,139947,2019,S08000030,,S12000042,,All,d,All,d,All,d,Scalds,,0
2293,139948,2019,S08000030,,S12000042,,All,d,All,d,All,d,Accidental exposure,,1
2294,139949,2019,S08000030,,S12000042,,All,d,All,d,All,d,Other,,2
2295,140508,2019,S08000030,,S12000048,,All,d,All,d,All,d,All,d,63
2296,140509,2019,S08000030,,S12000048,,All,d,All,d,All,d,Land transport accidents,,6
2297,140510,2019,S08000030,,S12000048,,All,d,All,d,All,d,Poisoning,,26
2298,140511,2019,S08000030,,S12000048,,All,d,All,d,All,d,Falls,,23
2299,140512,2019,S08000030,,S12000048,,All,d,All,d,All,d,"Struck by,against",,0
2300,140513,2019,S08000030,,S12000048,,All,d,All,d,All,d,Crushing,,1
2301,140514,2019,S08000030,,S12000048,,All,d,All,d,All,d,Scalds,,0
2302,140515,2019,S08000030,,S12000048,,All,d,All,d,All,d,Accidental exposure,,0
2303,140516,2019,S08000030,,S12000048,,All,d,All,d,All,d,Other,,7
2304,141021,2019,S08000031,,S12000011,,All,d,All,d,All,d,All,d,33
2305,141022,2019,S08000031,,S12000011,,All,d,All,d,All,d,Land transport accidents,,1
2306,141023,2019,S08000031,,S12000011,,All,d,All,d,All,d,Poisoning,,10
2307,141024,2019,S08000031,,S12000011,,All,d,All,d,All,d,Falls,,19
2308,141025,2019,S08000031,,S12000011,,All,d,All,d,All,d,"Struck by,against",,0
2309,141026,2019,S08000031,,S12000011,,All,d,All,d,All,d,Crushing,,0
2310,141027,2019,S08000031,,S12000011,,All,d,All,d,All,d,Scalds,,0
2311,141028,2019,S08000031,,S12000011,,All,d,All,d,All,d,Accidental exposure,,1
2312,141029,2019,S08000031,,S12000011,,All,d,All,d,All,d,Other,,2
2313,141435,2019,S08000031,,S12000018,,All,d,All,d,All,d,All,d,66
2314,141436,2019,S08000031,,S12000018,,All,d,All,d,All,d,Land transport accidents,,1
2315,141437,2019,S08000031,,S12000018,,All,d,All,d,All,d,Poisoning,,33
2316,141438,2019,S08000031,,S12000018,,All,d,All,d,All,d,Falls,,23
2317,141439,2019,S08000031,,S12000018,,All,d,All,d,All,d,"Struck by,against",,0
2318,141440,2019,S08000031,,S12000018,,All,d,All,d,All,d,Crushing,,0
2319,141441,2019,S08000031,,S12000018,,All,d,All,d,All,d,Scalds,,0
2320,141442,2019,S08000031,,S12000018,,All,d,All,d,All,d,Accidental exposure,,1
2321,141443,2019,S08000031,,S12000018,,All,d,All,d,All,d,Other,,8
2322,142020,2019,S08000031,,S12000038,,All,d,All,d,All,d,All,d,85
2323,142021,2019,S08000031,,S12000038,,All,d,All,d,All,d,Land transport accidents,,4
2324,142022,2019,S08000031,,S12000038,,All,d,All,d,All,d,Poisoning,,49
2325,142023,2019,S08000031,,S12000038,,All,d,All,d,All,d,Falls,,30
2326,142024,2019,S08000031,,S12000038,,All,d,All,d,All,d,"Struck by,against",,0
2327,142025,2019,S08000031,,S12000038,,All,d,All,d,All,d,Crushing,,0
2328,142026,2019,S08000031,,S12000038,,All,d,All,d,All,d,Scalds,,0
2329,142027,2019,S08000031,,S12000038,,All,d,All,d,All,d,Accidental exposure,,2
2330,142028,2019,S08000031,,S12000038,,All,d,All,d,All,d,Other,,0
2331,142623,2019,S08000031,,S12000039,,All,d,All,d,All,d,All,d,53
2332,142624,2019,S08000031,,S12000039,,All,d,All,d,All,d,Land transport accidents,,2
2333,142625,2019,S08000031,,S12000039,,All,d,All,d,All,d,Poisoning,,28
2334,142626,2019,S08000031,,S12000039,,All,d,All,d,All,d,Falls,,21
2335,142627,2019,S08000031,,S12000039,,All,d,All,d,All,d,"Struck by,against",,0
2336,142628,2019,S08000031,,S12000039,,All,d,All,d,All,d,Crushing,,0
2337,142629,2019,S08000031,,S12000039,,All,d,All,d,All,d,Scalds,,0
2338,142630,2019,S08000031,,S12000039,,All,d,All,d,All,d,Accidental exposure,,2
2339,142631,2019,S08000031,,S12000039,,All,d,All,d,All,d,Other,,0
2340,143262,2019,S08000031,,S12000045,,All,d,All,d,All,d,All,d,37
2341,143263,2019,S08000031,,S12000045,,All,d,All,d,All,d,Land transport accidents,,2
2342,143264,2019,S08000031,,S12000045,,All,d,All,d,All,d,Poisoning,,9
2343,143265,2019,S08000031,,S12000045,,All,d,All,d,All,d,Falls,,21
2344,143266,2019,S08000031,,S12000045,,All,d,All,d,All,d,"Struck by,against",,0
2345,143267,2019,S08000031,,S12000045,,All,d,All,d,All,d,Crushing,,0
2346,143268,2019,S08000031,,S12000045,,All,d,All,d,All,d,Scalds,,0
2347,143269,2019,S08000031,,S12000045,,All,d,All,d,All,d,Accidental exposure,,1
2348,143270,2019,S08000031,,S12000045,,All,d,All,d,All,d,Other,,4
2349,143793,2019,S08000031,,S12000049,,All,d,All,d,All,d,All,d,443
2350,143794,2019,S08000031,,S12000049,,All,d,All,d,All,d,Land transport accidents,,13
2351,143795,2019,S08000031,,S12000049,,All,d,All,d,All,d,Poisoning,,272
2352,143796,2019,S08000031,,S12000049,,All,d,All,d,All,d,Falls,,125
2353,143797,2019,S08000031,,S12000049,,All,d,All,d,All,d,"Struck by,against",,0
2354,143798,2019,S08000031,,S12000049,,All,d,All,d,All,d,Crushing,,0
2355,143799,2019,S08000031,,S12000049,,All,d,All,d,All,d,Scalds,,0
2356,143800,2019,S08000031,,S12000049,,All,d,All,d,All,d,Accidental exposure,,16
2357,143801,2019,S08000031,,S12000049,,All,d,All,d,All,d,Other,,17
2358,144594,2019,S08000032,,S12000029,,All,d,All,d,All,d,All,d,149
2359,144595,2019,S08000032,,S12000029,,All,d,All,d,All,d,Land transport accidents,,11
2360,144596,2019,S08000032,,S12000029,,All,d,All,d,All,d,Poisoning,,64
2361,144597,2019,S08000032,,S12000029,,All,d,All,d,All,d,Falls,,60
2362,144598,2019,S08000032,,S12000029,,All,d,All,d,All,d,"Struck by,against",,0
2363,144599,2019,S08000032,,S12000029,,All,d,All,d,All,d,Crushing,,0
2364,144600,2019,S08000032,,S12000029,,All,d,All,d,All,d,Scalds,,0
2365,144601,2019,S08000032,,S12000029,,All,d,All,d,All,d,Accidental exposure,,9
2366,144602,2019,S08000032,,S12000029,,All,d,All,d,All,d,Other,,5
2367,145269,2019,S08000032,,S12000050,,All,d,All,d,All,d,All,d,198
2368,145270,2019,S08000032,,S12000050,,All,d,All,d,All,d,Land transport accidents,,12
2369,145271,2019,S08000032,,S12000050,,All,d,All,d,All,d,Poisoning,,94
2370,145272,2019,S08000032,,S12000050,,All,d,All,d,All,d,Falls,,72
2371,145273,2019,S08000032,,S12000050,,All,d,All,d,All,d,"Struck by,against",,1
2372,145274,2019,S08000032,,S12000050,,All,d,All,d,All,d,Crushing,,0
2373,145275,2019,S08000032,,S12000050,,All,d,All,d,All,d,Scalds,,0
2374,145276,2019,S08000032,,S12000050,,All,d,All,d,All,d,Accidental exposure,,10
2375,145277,2019,S08000032,,S12000050,,All,d,All,d,All,d,Other,,9
2376,146052,2020,S92000003,d,S92000003,d,All,d,All,d,All,d,All,d,2759
2377,146053,2020,S92000003,d,S92000003,d,All,d,All,d,All,d,Land transport accidents,,145
2378,146054,2020,S92000003,d,S92000003,d,All,d,All,d,All,d,Poisoning,,1373
2379,146055,2020,S92000003,d,S92000003,d,All,d,All,d,All,d,Falls,,948
2380,146056,2020,S92000003,d,S92000003,d,All,d,All,d,All,d,"Struck by,against",,1
2381,146057,2020,S92000003,d,S92000003,d,All,d,All,d,All,d,Crushing,,1
2382,146058,2020,S92000003,d,S92000003,d,All,d,All,d,All,d,Scalds,,0
2383,146059,2020,S92000003,d,S92000003,d,All,d,All,d,All,d,Accidental exposure,,127
2384,146060,2020,S92000003,d,S92000003,d,All,d,All,d,All,d,Other,,164
2385,147078,2020,S08000015,,S12000008,,All,d,All,d,All,d,All,d,77
2386,147079,2020,S08000015,,S12000008,,All,d,All,d,All,d,Land transport accidents,,4
2387,147080,2020,S08000015,,S12000008,,All,d,All,d,All,d,Poisoning,,38
2388,147081,2020,S08000015,,S12000008,,All,d,All,d,All,d,Falls,,30
2389,147082,2020,S08000015,,S12000008,,All,d,All,d,All,d,"Struck by,against",,0
2390,147083,2020,S08000015,,S12000008,,All,d,All,d,All,d,Crushing,,0
2391,147084,2020,S08000015,,S12000008,,All,d,All,d,All,d,Scalds,,0
2392,147085,2020,S08000015,,S12000008,,All,d,All,d,All,d,Accidental exposure,,0
2393,147086,2020,S08000015,,S12000008,,All,d,All,d,All,d,Other,,5
2394,147627,2020,S08000015,,S12000021,,All,d,All,d,All,d,All,d,77
2395,147628,2020,S08000015,,S12000021,,All,d,All,d,All,d,Land transport accidents,,2
2396,147629,2020,S08000015,,S12000021,,All,d,All,d,All,d,Poisoning,,43
2397,147630,2020,S08000015,,S12000021,,All,d,All,d,All,d,Falls,,26
2398,147631,2020,S08000015,,S12000021,,All,d,All,d,All,d,"Struck by,against",,0
2399,147632,2020,S08000015,,S12000021,,All,d,All,d,All,d,Crushing,,0
2400,147633,2020,S08000015,,S12000021,,All,d,All,d,All,d,Scalds,,0
2401,147634,2020,S08000015,,S12000021,,All,d,All,d,All,d,Accidental exposure,,3
2402,147635,2020,S08000015,,S12000021,,All,d,All,d,All,d,Other,,3
2403,148203,2020,S08000015,,S12000028,,All,d,All,d,All,d,All,d,65
2404,148204,2020,S08000015,,S12000028,,All,d,All,d,All,d,Land transport accidents,,2
2405,148205,2020,S08000015,,S12000028,,All,d,All,d,All,d,Poisoning,,30
2406,148206,2020,S08000015,,S12000028,,All,d,All,d,All,d,Falls,,27
2407,148207,2020,S08000015,,S12000028,,All,d,All,d,All,d,"Struck by,against",,0
2408,148208,2020,S08000015,,S12000028,,All,d,All,d,All,d,Crushing,,0
2409,148209,2020,S08000015,,S12000028,,All,d,All,d,All,d,Scalds,,0
2410,148210,2020,S08000015,,S12000028,,All,d,All,d,All,d,Accidental exposure,,1
2411,148211,2020,S08000015,,S12000028,,All,d,All,d,All,d,Other,,5
2412,148743,2020,S08000016,,S12000026,,All,d,All,d,All,d,All,d,57
2413,148744,2020,S08000016,,S12000026,,All,d,All,d,All,d,Land transport accidents,,3
2414,148745,2020,S08000016,,S12000026,,All,d,All,d,All,d,Poisoning,,16
2415,148746,2020,S08000016,,S12000026,,All,d,All,d,All,d,Falls,,29
2416,148747,2020,S08000016,,S12000026,,All,d,All,d,All,d,"Struck by,against",,0
2417,148748,2020,S08000016,,S12000026,,All,d,All,d,All,d,Crushing,,0
2418,148749,2020,S08000016,,S12000026,,All,d,All,d,All,d,Scalds,,0
2419,148750,2020,S08000016,,S12000026,,All,d,All,d,All,d,Accidental exposure,,4
2420,148751,2020,S08000016,,S12000026,,All,d,All,d,All,d,Other,,5
2421,149319,2020,S08000017,,S12000006,,All,d,All,d,All,d,All,d,77
2422,149320,2020,S08000017,,S12000006,,All,d,All,d,All,d,Land transport accidents,,2
2423,149321,2020,S08000017,,S12000006,,All,d,All,d,All,d,Poisoning,,26
2424,149322,2020,S08000017,,S12000006,,All,d,All,d,All,d,Falls,,36
2425,149323,2020,S08000017,,S12000006,,All,d,All,d,All,d,"Struck by,against",,0
2426,149324,2020,S08000017,,S12000006,,All,d,All,d,All,d,Crushing,,0
2427,149325,2020,S08000017,,S12000006,,All,d,All,d,All,d,Scalds,,0
2428,149326,2020,S08000017,,S12000006,,All,d,All,d,All,d,Accidental exposure,,7
2429,149327,2020,S08000017,,S12000006,,All,d,All,d,All,d,Other,,6
2430,149895,2020,S08000019,,S12000005,,All,d,All,d,All,d,All,d,31
2431,149896,2020,S08000019,,S12000005,,All,d,All,d,All,d,Land transport accidents,,4
2432,149897,2020,S08000019,,S12000005,,All,d,All,d,All,d,Poisoning,,8
2433,149898,2020,S08000019,,S12000005,,All,d,All,d,All,d,Falls,,14
2434,149899,2020,S08000019,,S12000005,,All,d,All,d,All,d,"Struck by,against",,0
2435,149900,2020,S08000019,,S12000005,,All,d,All,d,All,d,Crushing,,0
2436,149901,2020,S08000019,,S12000005,,All,d,All,d,All,d,Scalds,,0
2437,149902,2020,S08000019,,S12000005,,All,d,All,d,All,d,Accidental exposure,,4
2438,149903,2020,S08000019,,S12000005,,All,d,All,d,All,d,Other,,1
2439,150408,2020,S08000019,,S12000014,,All,d,All,d,All,d,All,d,79
2440,150409,2020,S08000019,,S12000014,,All,d,All,d,All,d,Land transport accidents,,2
2441,150410,2020,S08000019,,S12000014,,All,d,All,d,All,d,Poisoning,,38
2442,150411,2020,S08000019,,S12000014,,All,d,All,d,All,d,Falls,,33
2443,150412,2020,S08000019,,S12000014,,All,d,All,d,All,d,"Struck by,against",,0
2444,150413,2020,S08000019,,S12000014,,All,d,All,d,All,d,Crushing,,0
2445,150414,2020,S08000019,,S12000014,,All,d,All,d,All,d,Scalds,,0
2446,150415,2020,S08000019,,S12000014,,All,d,All,d,All,d,Accidental exposure,,3
2447,150416,2020,S08000019,,S12000014,,All,d,All,d,All,d,Other,,3
2448,151002,2020,S08000019,,S12000030,,All,d,All,d,All,d,All,d,59
2449,151003,2020,S08000019,,S12000030,,All,d,All,d,All,d,Land transport accidents,,4
2450,151004,2020,S08000019,,S12000030,,All,d,All,d,All,d,Poisoning,,34
2451,151005,2020,S08000019,,S12000030,,All,d,All,d,All,d,Falls,,18
2452,151006,2020,S08000019,,S12000030,,All,d,All,d,All,d,"Struck by,against",,0
2453,151007,2020,S08000019,,S12000030,,All,d,All,d,All,d,Crushing,,0
2454,151008,2020,S08000019,,S12000030,,All,d,All,d,All,d,Scalds,,0
2455,151009,2020,S08000019,,S12000030,,All,d,All,d,All,d,Accidental exposure,,1
2456,151010,2020,S08000019,,S12000030,,All,d,All,d,All,d,Other,,2
2457,151623,2020,S08000020,,S12000020,,All,d,All,d,All,d,All,d,37
2458,151624,2020,S08000020,,S12000020,,All,d,All,d,All,d,Land transport accidents,,4
2459,151625,2020,S08000020,,S12000020,,All,d,All,d,All,d,Poisoning,,9
2460,151626,2020,S08000020,,S12000020,,All,d,All,d,All,d,Falls,,21
2461,151627,2020,S08000020,,S12000020,,All,d,All,d,All,d,"Struck by,against",,0
2462,151628,2020,S08000020,,S12000020,,All,d,All,d,All,d,Crushing,,0
2463,151629,2020,S08000020,,S12000020,,All,d,All,d,All,d,Scalds,,0
2464,151630,2020,S08000020,,S12000020,,All,d,All,d,All,d,Accidental exposure,,1
2465,151631,2020,S08000020,,S12000020,,All,d,All,d,All,d,Other,,2
2466,152091,2020,S08000020,,S12000033,,All,d,All,d,All,d,All,d,106
2467,152092,2020,S08000020,,S12000033,,All,d,All,d,All,d,Land transport accidents,,1
2468,152093,2020,S08000020,,S12000033,,All,d,All,d,All,d,Poisoning,,61
2469,152094,2020,S08000020,,S12000033,,All,d,All,d,All,d,Falls,,35
2470,152095,2020,S08000020,,S12000033,,All,d,All,d,All,d,"Struck by,against",,0
2471,152096,2020,S08000020,,S12000033,,All,d,All,d,All,d,Crushing,,0
2472,152097,2020,S08000020,,S12000033,,All,d,All,d,All,d,Scalds,,0
2473,152098,2020,S08000020,,S12000033,,All,d,All,d,All,d,Accidental exposure,,2
2474,152099,2020,S08000020,,S12000033,,All,d,All,d,All,d,Other,,7
2475,152595,2020,S08000020,,S12000034,,All,d,All,d,All,d,All,d,92
2476,152596,2020,S08000020,,S12000034,,All,d,All,d,All,d,Land transport accidents,,13
2477,152597,2020,S08000020,,S12000034,,All,d,All,d,All,d,Poisoning,,37
2478,152598,2020,S08000020,,S12000034,,All,d,All,d,All,d,Falls,,29
2479,152599,2020,S08000020,,S12000034,,All,d,All,d,All,d,"Struck by,against",,0
2480,152600,2020,S08000020,,S12000034,,All,d,All,d,All,d,Crushing,,0
2481,152601,2020,S08000020,,S12000034,,All,d,All,d,All,d,Scalds,,0
2482,152602,2020,S08000020,,S12000034,,All,d,All,d,All,d,Accidental exposure,,10
2483,152603,2020,S08000020,,S12000034,,All,d,All,d,All,d,Other,,3
2484,153234,2020,S08000022,,S12000017,,All,d,All,d,All,d,All,d,124
2485,153235,2020,S08000022,,S12000017,,All,d,All,d,All,d,Land transport accidents,,18
2486,153236,2020,S08000022,,S12000017,,All,d,All,d,All,d,Poisoning,,29
2487,153237,2020,S08000022,,S12000017,,All,d,All,d,All,d,Falls,,56
2488,153238,2020,S08000022,,S12000017,,All,d,All,d,All,d,"Struck by,against",,0
2489,153239,2020,S08000022,,S12000017,,All,d,All,d,All,d,Crushing,,0
2490,153240,2020,S08000022,,S12000017,,All,d,All,d,All,d,Scalds,,0
2491,153241,2020,S08000022,,S12000017,,All,d,All,d,All,d,Accidental exposure,,6
2492,153242,2020,S08000022,,S12000017,,All,d,All,d,All,d,Other,,15
2493,153954,2020,S08000022,,S12000035,,All,d,All,d,All,d,All,d,41
2494,153955,2020,S08000022,,S12000035,,All,d,All,d,All,d,Land transport accidents,,4
2495,153956,2020,S08000022,,S12000035,,All,d,All,d,All,d,Poisoning,,13
2496,153957,2020,S08000022,,S12000035,,All,d,All,d,All,d,Falls,,19
2497,153958,2020,S08000022,,S12000035,,All,d,All,d,All,d,"Struck by,against",,1
2498,153959,2020,S08000022,,S12000035,,All,d,All,d,All,d,Crushing,,0
2499,153960,2020,S08000022,,S12000035,,All,d,All,d,All,d,Scalds,,0
2500,153961,2020,S08000022,,S12000035,,All,d,All,d,All,d,Accidental exposure,,1
2501,153962,2020,S08000022,,S12000035,,All,d,All,d,All,d,Other,,3
2502,154431,2020,S08000024,,S12000010,,All,d,All,d,All,d,All,d,32
2503,154432,2020,S08000024,,S12000010,,All,d,All,d,All,d,Land transport accidents,,5
2504,154433,2020,S08000024,,S12000010,,All,d,All,d,All,d,Poisoning,,14
2505,154434,2020,S08000024,,S12000010,,All,d,All,d,All,d,Falls,,10
2506,154435,2020,S08000024,,S12000010,,All,d,All,d,All,d,"Struck by,against",,0
2507,154436,2020,S08000024,,S12000010,,All,d,All,d,All,d,Crushing,,0
2508,154437,2020,S08000024,,S12000010,,All,d,All,d,All,d,Scalds,,0
2509,154438,2020,S08000024,,S12000010,,All,d,All,d,All,d,Accidental exposure,,2
2510,154439,2020,S08000024,,S12000010,,All,d,All,d,All,d,Other,,1
2511,154962,2020,S08000024,,S12000019,,All,d,All,d,All,d,All,d,43
2512,154963,2020,S08000024,,S12000019,,All,d,All,d,All,d,Land transport accidents,,0
2513,154964,2020,S08000024,,S12000019,,All,d,All,d,All,d,Poisoning,,23
2514,154965,2020,S08000024,,S12000019,,All,d,All,d,All,d,Falls,,15
2515,154966,2020,S08000024,,S12000019,,All,d,All,d,All,d,"Struck by,against",,0
2516,154967,2020,S08000024,,S12000019,,All,d,All,d,All,d,Crushing,,0
2517,154968,2020,S08000024,,S12000019,,All,d,All,d,All,d,Scalds,,0
2518,154969,2020,S08000024,,S12000019,,All,d,All,d,All,d,Accidental exposure,,3
2519,154970,2020,S08000024,,S12000019,,All,d,All,d,All,d,Other,,2
2520,155403,2020,S08000024,,S12000036,,All,d,All,d,All,d,All,d,197
2521,155404,2020,S08000024,,S12000036,,All,d,All,d,All,d,Land transport accidents,,4
2522,155405,2020,S08000024,,S12000036,,All,d,All,d,All,d,Poisoning,,104
2523,155406,2020,S08000024,,S12000036,,All,d,All,d,All,d,Falls,,73
2524,155407,2020,S08000024,,S12000036,,All,d,All,d,All,d,"Struck by,against",,0
2525,155408,2020,S08000024,,S12000036,,All,d,All,d,All,d,Crushing,,0
2526,155409,2020,S08000024,,S12000036,,All,d,All,d,All,d,Scalds,,0
2527,155410,2020,S08000024,,S12000036,,All,d,All,d,All,d,Accidental exposure,,6
2528,155411,2020,S08000024,,S12000036,,All,d,All,d,All,d,Other,,10
2529,156096,2020,S08000024,,S12000040,,All,d,All,d,All,d,All,d,73
2530,156097,2020,S08000024,,S12000040,,All,d,All,d,All,d,Land transport accidents,,6
2531,156098,2020,S08000024,,S12000040,,All,d,All,d,All,d,Poisoning,,36
2532,156099,2020,S08000024,,S12000040,,All,d,All,d,All,d,Falls,,22
2533,156100,2020,S08000024,,S12000040,,All,d,All,d,All,d,"Struck by,against",,0
2534,156101,2020,S08000024,,S12000040,,All,d,All,d,All,d,Crushing,,0
2535,156102,2020,S08000024,,S12000040,,All,d,All,d,All,d,Scalds,,0
2536,156103,2020,S08000024,,S12000040,,All,d,All,d,All,d,Accidental exposure,,5
2537,156104,2020,S08000024,,S12000040,,All,d,All,d,All,d,Other,,4
2538,156753,2020,S08000025,,S12000023,,All,d,All,d,All,d,All,d,17
2539,156754,2020,S08000025,,S12000023,,All,d,All,d,All,d,Land transport accidents,,1
2540,156755,2020,S08000025,,S12000023,,All,d,All,d,All,d,Poisoning,,3
2541,156756,2020,S08000025,,S12000023,,All,d,All,d,All,d,Falls,,9
2542,156757,2020,S08000025,,S12000023,,All,d,All,d,All,d,"Struck by,against",,0
2543,156758,2020,S08000025,,S12000023,,All,d,All,d,All,d,Crushing,,0
2544,156759,2020,S08000025,,S12000023,,All,d,All,d,All,d,Scalds,,0
2545,156760,2020,S08000025,,S12000023,,All,d,All,d,All,d,Accidental exposure,,2
2546,156761,2020,S08000025,,S12000023,,All,d,All,d,All,d,Other,,2
2547,157104,2020,S08000026,,S12000027,,All,d,All,d,All,d,All,d,7
2548,157105,2020,S08000026,,S12000027,,All,d,All,d,All,d,Land transport accidents,,1
2549,157106,2020,S08000026,,S12000027,,All,d,All,d,All,d,Poisoning,,2
2550,157107,2020,S08000026,,S12000027,,All,d,All,d,All,d,Falls,,4
2551,157108,2020,S08000026,,S12000027,,All,d,All,d,All,d,"Struck by,against",,0
2552,157109,2020,S08000026,,S12000027,,All,d,All,d,All,d,Crushing,,0
2553,157110,2020,S08000026,,S12000027,,All,d,All,d,All,d,Scalds,,0
2554,157111,2020,S08000026,,S12000027,,All,d,All,d,All,d,Accidental exposure,,0
2555,157112,2020,S08000026,,S12000027,,All,d,All,d,All,d,Other,,0
2556,157356,2020,S08000028,,S12000013,,All,d,All,d,All,d,All,d,14
2557,157357,2020,S08000028,,S12000013,,All,d,All,d,All,d,Land transport accidents,,1
2558,157358,2020,S08000028,,S12000013,,All,d,All,d,All,d,Poisoning,,2
2559,157359,2020,S08000028,,S12000013,,All,d,All,d,All,d,Falls,,11
2560,157360,2020,S08000028,,S12000013,,All,d,All,d,All,d,"Struck by,against",,0
2561,157361,2020,S08000028,,S12000013,,All,d,All,d,All,d,Crushing,,0
2562,157362,2020,S08000028,,S12000013,,All,d,All,d,All,d,Scalds,,0
2563,157363,2020,S08000028,,S12000013,,All,d,All,d,All,d,Accidental exposure,,0
2564,157364,2020,S08000028,,S12000013,,All,d,All,d,All,d,Other,,0
2565,157716,2020,S08000029,,S12000047,,All,d,All,d,All,d,All,d,158
2566,157717,2020,S08000029,,S12000047,,All,d,All,d,All,d,Land transport accidents,,11
2567,157718,2020,S08000029,,S12000047,,All,d,All,d,All,d,Poisoning,,71
2568,157719,2020,S08000029,,S12000047,,All,d,All,d,All,d,Falls,,53
2569,157720,2020,S08000029,,S12000047,,All,d,All,d,All,d,"Struck by,against",,0
2570,157721,2020,S08000029,,S12000047,,All,d,All,d,All,d,Crushing,,0
2571,157722,2020,S08000029,,S12000047,,All,d,All,d,All,d,Scalds,,0
2572,157723,2020,S08000029,,S12000047,,All,d,All,d,All,d,Accidental exposure,,10
2573,157724,2020,S08000029,,S12000047,,All,d,All,d,All,d,Other,,13
2574,158508,2020,S08000030,,S12000041,,All,d,All,d,All,d,All,d,48
2575,158509,2020,S08000030,,S12000041,,All,d,All,d,All,d,Land transport accidents,,2
2576,158510,2020,S08000030,,S12000041,,All,d,All,d,All,d,Poisoning,,18
2577,158511,2020,S08000030,,S12000041,,All,d,All,d,All,d,Falls,,22
2578,158512,2020,S08000030,,S12000041,,All,d,All,d,All,d,"Struck by,against",,0
2579,158513,2020,S08000030,,S12000041,,All,d,All,d,All,d,Crushing,,0
2580,158514,2020,S08000030,,S12000041,,All,d,All,d,All,d,Scalds,,0
2581,158515,2020,S08000030,,S12000041,,All,d,All,d,All,d,Accidental exposure,,4
2582,158516,2020,S08000030,,S12000041,,All,d,All,d,All,d,Other,,2
2583,159003,2020,S08000030,,S12000042,,All,d,All,d,All,d,All,d,92
2584,159004,2020,S08000030,,S12000042,,All,d,All,d,All,d,Land transport accidents,,6
2585,159005,2020,S08000030,,S12000042,,All,d,All,d,All,d,Poisoning,,52
2586,159006,2020,S08000030,,S12000042,,All,d,All,d,All,d,Falls,,20
2587,159007,2020,S08000030,,S12000042,,All,d,All,d,All,d,"Struck by,against",,0
2588,159008,2020,S08000030,,S12000042,,All,d,All,d,All,d,Crushing,,0
2589,159009,2020,S08000030,,S12000042,,All,d,All,d,All,d,Scalds,,0
2590,159010,2020,S08000030,,S12000042,,All,d,All,d,All,d,Accidental exposure,,5
2591,159011,2020,S08000030,,S12000042,,All,d,All,d,All,d,Other,,9
2592,159687,2020,S08000030,,S12000048,,All,d,All,d,All,d,All,d,80
2593,159688,2020,S08000030,,S12000048,,All,d,All,d,All,d,Land transport accidents,,3
2594,159689,2020,S08000030,,S12000048,,All,d,All,d,All,d,Poisoning,,34
2595,159690,2020,S08000030,,S12000048,,All,d,All,d,All,d,Falls,,39
2596,159691,2020,S08000030,,S12000048,,All,d,All,d,All,d,"Struck by,against",,0
2597,159692,2020,S08000030,,S12000048,,All,d,All,d,All,d,Crushing,,0
2598,159693,2020,S08000030,,S12000048,,All,d,All,d,All,d,Scalds,,0
2599,159694,2020,S08000030,,S12000048,,All,d,All,d,All,d,Accidental exposure,,3
2600,159695,2020,S08000030,,S12000048,,All,d,All,d,All,d,Other,,1
2601,160218,2020,S08000031,,S12000011,,All,d,All,d,All,d,All,d,25
2602,160219,2020,S08000031,,S12000011,,All,d,All,d,All,d,Land transport accidents,,1
2603,160220,2020,S08000031,,S12000011,,All,d,All,d,All,d,Poisoning,,11
2604,160221,2020,S08000031,,S12000011,,All,d,All,d,All,d,Falls,,11
2605,160222,2020,S08000031,,S12000011,,All,d,All,d,All,d,"Struck by,against",,0
2606,160223,2020,S08000031,,S12000011,,All,d,All,d,All,d,Crushing,,0
